road,id,model_type,name,lat,lon,length,condition,bridge_name
N1,506,link,link,23.4235827,91.16297220000001,28.0,,
N1,507,link,link,23.4236938,91.1626944,980.0000000000146,,
N1,508,link,link,23.4288882,91.1553889,1000.0,,
N1,509,link,link,23.437388600000002,91.1521944,683.9999999999854,,
N1,510,link,link,23.442527399999996,91.1497774,463.0,,
N1,511,bridge,bridge,23.4436339598272,91.1493668151188,23.4,A,DHANPUR RCC GIDER BRIDGE
N1,512,link,link,23.446944100000003,91.1481386,210.0,,
N1,513,link,link,23.448638600000002,91.1472497,24.0,,
N1,514,link,link,23.448833,91.14713859999999,303.0,,
N1,515,link,link,23.4513056,91.1460552,932.0,,
N1,516,link,link,23.459,91.142333,68.0,,
N1,517,link,link,23.459583300000002,91.1421386,1000.0,,
N1,518,link,link,23.468221600000003,91.1394441,1000.0,,
N1,519,link,link,23.4767216,91.1364441,1000.0,,
N1,520,bridge,bridge,23.479544924,91.129047144,2.9,A,AMTOLI SLAB CULVERT
N1,521,link,link,23.4800827,91.12763819999999,436.00000000001455,,
N1,522,bridge,bridge,23.4794083880733,91.1238920825688,1.4,A,TIPRA BAZAR BOX CULVERT
N1,523,link,link,23.4793327,91.12347159999999,546.9999999999854,,
N1,524,link,link,23.4789716,91.118166,17.0,,
N1,525,link,link,23.4789716,91.11799930000001,28.0,,
N1,526,link,link,23.4789438,91.1177216,972.0,,
N1,527,bridge,bridge,23.4781159049382,91.1070332074074,3.0,B,NAZIRA BOX CULVERT
N1,528,link,link,23.4779993,91.10552779999999,487.0,,
N1,529,link,link,23.4778604,91.1036111,513.0,,
N1,530,link,link,23.4775549,91.09866629999999,1000.0,,
N1,531,link,link,23.4781938,91.0889997,1000.0,,
N1,532,bridge,bridge,23.4776722851,91.0847406393,1.0,C,KABILA DUBARCHAR SLAB CULVERT
N1,533,link,link,23.4770271,91.07947159999999,56.0,,
N1,534,link,link,23.4770827,91.0789993,944.0,,
N1,535,link,link,23.4801104,91.0706382,1000.0,,
N1,536,bridge,bridge,23.480613086,91.0674097692,1.5,A,NIMSHAR SLAB CULVERT
N1,537,link,link,23.4815549,91.06136109999998,240.0,,
N1,538,link,link,23.4815271,91.0590278,760.0,,
N1,539,bridge,bridge,23.4817498298684,91.0563549686842,4.6,B,COREPAI BOX CULVERT
N1,540,link,link,23.482138199999998,91.0516944,129.0,,
N1,541,link,link,23.4820827,91.0504167,871.0,,
N1,542,bridge,bridge,23.4817873233065,91.0463348850746,4.6,B,CORI PAI BOX CULVERT
N1,543,link,link,23.481471600000003,91.04197190000001,141.0,,
N1,544,link,link,23.481166,91.0404441,913.0,,
N1,545,link,link,23.4827771,91.03213819999999,1000.0,,
N1,546,link,link,23.484638600000004,91.0229438,1020.0,,
N1,547,bridge,bridge,23.4868805937254,91.017566692647,23.1,C,CHANDINA- SHAHA PARA RCC GIDER GRIDGE
N1,548,link,link,23.488332999999997,91.0140833,198.0,,
N1,549,link,link,23.4889441,91.01225,30.0,,
N1,550,link,link,23.4890552,91.0120278,84.0,,
N1,551,link,link,23.4893052,91.01127779999999,734.0,,
N1,552,link,link,23.4896108,91.0043056,71.0,,
N1,553,link,link,23.4893886,91.0034722,22.0,,
N1,554,link,link,23.489444100000004,91.0033056,890.0,,
N1,555,link,link,23.491138600000003,90.99502740000001,1000.0,,
N1,556,bridge,bridge,23.4932728146,90.9887200416,4.5,A,MILL GHAT BOX CULVERT
N1,557,link,link,23.4942497,90.985833,306.0,,
N1,558,link,link,23.495138600000004,90.9829993,694.0,,
N1,559,link,link,23.4942219,90.97655490000001,1000.0,,
N1,560,bridge,bridge,23.495896314,90.9715772516,4.6,B,KARON KHAL SLAB CULVERT
N1,561,link,link,23.497277399999998,90.9674716,183.0,,
N1,562,link,link,23.4980552,90.96602779999999,274.0000000000073,,
N1,563,link,link,23.498638600000003,90.96511109999999,1000.0,,
N1,564,link,link,23.499527399999998,90.9541667,999.9999999999927,,
N1,565,bridge,bridge,23.5013551924,90.9473844088999,3.0,A,SONAPUR BOX CULVERT
N1,566,link,link,23.5020278,90.9448886,375.0,,
N1,567,bridge,bridge,23.5024077848,90.9432418928,6.0,B,MATIA BAZER
N1,568,link,link,23.5028611,90.9412774,352.0,,
N1,569,link,link,23.5038611,90.9371386,264.0,,
N1,570,link,link,23.504333300000003,90.93547190000001,9.0,,
N1,571,link,link,23.5042778,90.9354163,1000.0,,
N1,572,link,link,23.505527800000003,90.92572159999999,1000.0,,
N1,573,bridge,bridge,23.5056131416,90.9214660218,3.0,B,BAKRA BOX CULVERT
N1,574,link,link,23.505722199999997,90.9160278,89.0,,
N1,575,link,link,23.50575,90.91525,911.0,,
N1,576,link,link,23.506277800000003,90.90638890000001,1000.0,,
N1,577,bridge,bridge,23.5060024341,90.9021745389,5.9,B,KHAT GHOR BOX CULVERT
N1,578,link,link,23.5056389,90.8966108,78.0,,
N1,579,link,link,23.5056111,90.89588859999999,922.0,,
N1,580,link,link,23.506,90.8869163,1000.0,,
N1,581,link,link,23.508805600000002,90.8778604,792.0,,
N1,582,bridge,bridge,23.510087758207,90.8757204035353,28.9,B,ILLIOT BAZER
N1,583,link,link,23.512666699999997,90.871416,102.0,,
N1,584,link,link,23.5131111,90.8706382,42.0,,
N1,585,link,link,23.513305600000002,90.87030490000001,64.0,,
N1,586,link,link,23.5135833,90.8697771,1000.0,,
N1,587,link,link,23.5170827,90.8607778,1000.0,,
N1,588,link,link,23.5174993,90.8513889,1000.0,,
N1,589,bridge,bridge,23.5229166652,90.8442186132,4.5,C,AITAL BANGA BOX CULVERT
N1,590,link,link,23.523166,90.8438886,633.0,,
N1,591,link,link,23.5270549,90.8391386,367.0,,
N1,592,link,link,23.529221600000003,90.83652740000001,1000.0,,
N1,593,bridge,bridge,23.5329743291,90.8309774761999,12.2,A,RAIPUR BOX CULVERT
N1,594,link,link,23.5344997,90.8287216,390.0,,
N1,595,link,link,23.534721899999997,90.8251104,16.0,,
N1,596,link,link,23.5346663,90.82497159999998,594.0,,
N1,597,link,link,23.5332493,90.81947159999999,1000.0,,
N1,598,bridge,bridge,23.5318234765,90.8110155135,15.9,C,Ginlatoly
N1,599,link,link,23.5316382,90.8099167,577.0,,
N1,600,link,link,23.530916,90.8043611,20.0,,
N1,601,link,link,23.5308882,90.80413890000001,403.0,,
N1,602,link,link,23.530860399999998,90.80022220000001,45.0,,
N1,603,link,link,23.530693799999998,90.7924441,955.0,,
N1,604,bridge,bridge,23.5308683409424,90.7918075171727,6.5,C,AMIRABATH SLAB CULVERT
N1,605,link,link,23.531166,90.79072190000001,108.0,,
N1,606,link,link,23.531221600000002,90.78955520000001,772.9999999999927,,
N1,607,link,link,23.530666,90.7821938,66.00000000001455,,
N1,608,link,link,23.5307493,90.7816104,52.999999999992724,,
N1,609,link,link,23.5308049,90.7811104,815.0000000000073,,
N1,610,bridge,bridge,23.5307655282208,90.7800797251533,3.9,C,SARKAR BARI CULVERT
N1,611,link,link,23.530499300000002,90.77311040000001,184.99999999999272,,
N1,612,link,link,23.5304438,90.77130490000002,1000.0,,
N1,613,link,link,23.5299993,90.7615,1000.0,,
N1,614,bridge,bridge,23.5298050611,90.75825325,16.5,C,SHAHID NAGIR
N1,615,link,link,23.529416,90.75175,24.0,,
N1,616,link,link,23.5293882,90.7515833,17.0,,
N1,617,link,link,23.5293882,90.75141670000001,967.0,,
N1,618,link,link,23.528999300000002,90.7419441,654.0,,
N1,619,link,link,23.528916,90.7356108,1000.0,,
N1,620,bridge,bridge,23.5317587831999,90.7291780095,6.0,B,MAIS PARA BOX CULVERT
N1,621,link,link,23.532721600000002,90.7269993,487.0,,
N1,622,bridge,bridge,23.5324186,90.7242807234,21.8,C,BALDHA KHAL RCC GIDER BRIDGE
N1,623,link,link,23.532234600000002,90.7226298386,513.0,,
N1,624,link,link,23.5317216,90.7180271,47.0,,
N1,625,link,link,23.531582699999998,90.7176104,17.0,,
N1,626,link,link,23.5315271,90.7173604,77.0,,
N1,627,link,link,23.531471600000003,90.71722159999999,426.0,,
N1,628,link,link,23.5313882,90.7153611,355.0,,
N1,629,link,link,23.5307771,90.70902779999999,78.0,,
N1,630,link,link,23.5307493,90.70827779999999,1000.0,,
N1,631,bridge,bridge,23.5303844733,90.7024402743,1408.8,C,Daud Kandi Bridge
N1,632,link,link,23.5301382,90.6984997,336.0,,
N1,633,link,link,23.529916,90.6952219,664.0,,
N1,634,bridge,bridge,23.5301519626506,90.6897951837349,8.4,A,CHAR BOUSHEA (2)
N1,635,link,link,23.5301938,90.688833,651.0000000000073,,
N1,636,bridge,bridge,23.5313996605222,90.68744892596,24.5,B,CHAR BOWSHIA BRIDGE(R)
N1,637,bridge,bridge,23.5327751898617,90.6858701078341,9.5,A,.
N1,638,link,link,23.534138600000002,90.6843052,274.9999999999927,,
N1,639,link,link,23.535860800000002,90.68236040000001,40.0,,
N1,640,link,link,23.536082999999998,90.6821382,34.0,,
N1,641,link,link,23.5362497,90.681916,1000.0,,
N1,642,bridge,bridge,23.5393910168,90.6784577888,5.1,C,BOCTAR KANDI BOX CULVERT
N1,643,link,link,23.542583,90.6749438,256.0,,
N1,644,bridge,bridge,23.54268543125,90.6748292125,59.2,A,MADHAYA BAUSHIA BRIDGE(R)
N1,645,link,link,23.544221899999997,90.6731104,443.0,,
N1,646,link,link,23.5469441,90.6699993,77.00000000000728,,
N1,647,link,link,23.5474163,90.6694438,223.99999999999272,,
N1,648,bridge,bridge,23.5476246437499,90.669192065625,5.2,A,NOYAPARA
N1,649,bridge,bridge,23.5477377446428,90.6690554098214,9.1,A,PURRANBUICHE BOX CULVERT
N1,650,link,link,23.548749700000002,90.6678327,582.0,,
N1,651,bridge,bridge,23.5517421907216,90.6643538752577,28.9,A,BOBAIRCHAR BRIDGE(R)
N1,652,link,link,23.5523333,90.66366670000001,242.0,,
N1,653,link,link,23.5538056,90.66197220000001,395.0,,
N1,654,bridge,bridge,23.5557082901265,90.6597414245569,29.0,A,VOBAR CHAR BRIDGE(R)
N1,655,link,link,23.556222199999997,90.6591389,39.99999999999636,,
N1,656,link,link,23.5564444,90.6588611,412.00000000000364,,
N1,657,link,link,23.559027800000003,90.6559444,162.0,,
N1,658,bridge,bridge,23.5591910296296,90.6557475703703,26.3,A,ALI PURA P.C BRIDGE (RIGHT)
N1,659,link,link,23.559972199999997,90.6548056,39.0,,
N1,660,link,link,23.5602222,90.6545,38.0,,
N1,661,link,link,23.560416699999998,90.6542222,532.0,,
N1,662,link,link,23.5636944,90.65047220000001,38.0,,
N1,663,link,link,23.5639167,90.6501944,368.0,,
N1,664,bridge,bridge,23.5660033956521,90.6486237247282,34.7,A,VITIKANDA - ANAR PUR CULVERT
N1,665,link,link,23.5666111,90.6481663,645.9999999999964,,
N1,666,bridge,bridge,23.5716306256965,90.6454159236842,29.0,A,ANARPUR BRIDGE(R)
N1,667,link,link,23.571832699999998,90.6453052,46.000000000007276,,
N1,668,link,link,23.572166,90.6451108,307.99999999999636,,
N1,669,link,link,23.5745271,90.6436941,395.99999999999636,,
N1,670,link,link,23.577610399999998,90.6421108,39.00000000000364,,
N1,671,link,link,23.577916000000002,90.6419719,655.9999999999964,,
N1,672,bridge,bridge,23.5779800248475,90.6419193089939,163.5,A,BHATIR CHAR BRIDGE
N1,673,link,link,23.5825827,90.63813859999999,39.00000000000364,,
N1,674,link,link,23.582832699999997,90.6378886,126.0,,
N1,675,link,link,23.583749700000002,90.6369441,874.0,,
N1,676,bridge,bridge,23.58631812254,90.6345094207093,5.6,A,MALUAKANDI CULVEDRT
N1,677,link,link,23.5896108,90.6313882,315.99999999999636,,
N1,678,bridge,bridge,23.5908088547468,90.6302368598101,5.5,A,BAILAKANDI CULVERT
N1,679,link,link,23.5917497,90.6293327,674.0000000000036,,
N1,680,bridge,bridge,23.5929818827893,90.6279699370919,5.6,A,TATULTALA CULVERT
N1,681,link,link,23.5959441,90.6246938,10.0,,
N1,682,link,link,23.5959997,90.624666,1000.0,,
N1,683,link,link,23.6009444,90.6165556,126.0,,
N1,684,link,link,23.6018611,90.6159722,874.0,,
N1,685,bridge,bridge,23.6027595885583,90.6155316965675,900.0,C,MEGHNA BRIDGE
N1,686,link,link,23.609,90.61247220000001,65.0,,
N1,687,link,link,23.6095556,90.6121944,935.0,,
N1,688,bridge,bridge,23.613587384385,90.6109029561497,116.8,B,ASHIR CHAR (R)
N1,689,link,link,23.6173604,90.6096944,254.99999999999636,,
N1,690,bridge,bridge,23.6176407964705,90.6095506105882,224.8,A,ASHIR CHAR (Right)
N1,691,link,link,23.6195271,90.60858329999999,122.00000000000364,,
N1,692,bridge,bridge,23.6198832229508,90.6083528852459,5.5,B,SANGAKADI CULVERT
N1,693,link,link,23.620471600000002,90.6079722,258.99999999999636,,
N1,694,link,link,23.6224993,90.6066944,228.00000000000364,,
N1,695,link,link,23.624221600000002,90.60552779999999,136.0,,
N1,696,link,link,23.625221600000003,90.6049722,129.99999999999636,,
N1,697,link,link,23.6262771,90.60422220000001,975.0000000000036,,
N1,698,bridge,bridge,23.6284668507692,90.6023015723077,89.2,A,MARIKHALL BRIDGE
N1,699,link,link,23.6330549,90.59827740000001,82.0,,
N1,700,link,link,23.6335552,90.5976941,100.0,,
N1,701,bridge,bridge,23.63380522,90.597394085,10.4,B,SHADIPUR BOX CULVERT
N1,702,link,link,23.634110800000002,90.59702740000002,298.0,,
N1,703,link,link,23.6358608,90.5948052,520.0,,
N1,704,bridge,bridge,23.6379543715384,90.5936673976923,6.0,A,KRIBORDI BOX CULVERT
N1,705,link,link,23.639694100000003,90.5927219,3.0,,
N1,706,link,link,23.6397497,90.5926941,643.0,,
N1,707,link,link,23.644944100000004,90.5899163,354.0,,
N1,708,bridge,bridge,23.6459685949152,90.5892119813559,40.5,C,MOLLIK PARA BRIDGE (R)
N1,709,link,link,23.647610800000002,90.588083,620.0,,
N1,710,bridge,bridge,23.6497543993548,90.5845490085483,24.5,B,SONARKALI BRIDGE(R)
N1,711,link,link,23.6506944,90.5829993,41.0,,
N1,712,link,link,23.650888899999998,90.5826382,339.0,,
N1,713,bridge,bridge,23.6515705663716,90.5814943946902,20.0,B,DARIKANDI BRIDGE (R)
N1,714,link,link,23.6525278,90.5798882,290.0,,
N1,715,link,link,23.6539167,90.5774993,30.0,,
N1,716,bridge,bridge,23.65397226,90.57741042,20.45,A,Darikandi Bridge (R)
N1,717,link,link,23.6540556,90.57727709999999,352.0,,
N1,718,bridge,bridge,23.6544257051136,90.576730225,159.5,B,LANGOLBANDO PC GIDER BRIDGE
N1,719,link,link,23.6559167,90.5745271,21.0,,
N1,720,link,link,23.655972199999997,90.5743327,307.0,,
N1,721,link,link,23.6575,90.57197159999998,122.0,,
N1,722,link,link,23.658305600000002,90.5709993,160.0,,
N1,723,link,link,23.6591111,90.5697216,307.0,,
N1,724,link,link,23.6604167,90.5671104,411.0,,
N1,725,link,link,23.662833300000003,90.56411109999999,961.0000000000018,,
N1,726,bridge,bridge,23.6633090696149,90.563856994797,5.55,B,MALIBAG BOX CULVERT
N1,727,link,link,23.6705827,90.5599722,38.99999999999818,,
N1,728,link,link,23.670916000000002,90.55977779999999,1000.0,,
N1,729,bridge,bridge,23.6778035,90.5558194349999,11.9,A,KAWTALA BOX CULVERT
N1,730,link,link,23.678166,90.5556111,852.0,,
N1,731,bridge,bridge,23.6853619779342,90.5513591765258,27.5,A,Madanpur Bridge(R)
N1,732,link,link,23.6854997,90.5512778,148.0,,
N1,733,bridge,bridge,23.685583027027,90.551207981081,26.3,A,MADAN PUR (R)
N1,734,link,link,23.6865274,90.5504167,588.0,,
N1,735,bridge,bridge,23.6883197331632,90.548649807653,6.1,A,DAWAN BAG BOX CULVERT
N1,736,bridge,bridge,23.6884123260204,90.5485585290816,9.3,A,KHAS PARA BOX CULVERT
N1,737,link,link,23.6904163,90.546583,165.00000000000182,,
N1,738,bridge,bridge,23.6909119315151,90.5454624957575,10.6,B,NAYABARI BOX CULVERT
N1,739,link,link,23.6910552,90.54513859999999,25.99999999999818,,
N1,740,link,link,23.6911108,90.5448886,248.0,,
N1,741,link,link,23.6918052,90.5426108,184.00000000000182,,
N1,742,link,link,23.6922774,90.5410552,427.9999999999982,,
N1,743,bridge,bridge,23.6923601518691,90.5409183897196,8.3,A,NAYABARI KASPUR BOX CULVERT
N1,744,bridge,bridge,23.6943023869158,90.5377073719626,6.3,A,ADUPUR CULVERT
N1,745,link,link,23.694360800000002,90.5376108,382.0,,
N1,746,bridge,bridge,23.6943906141361,90.5375740774869,6.3,A,NOYAPARA CULVERT
N1,747,bridge,bridge,23.6964000869109,90.5350989801047,8.0,B,KATCHPUR BOX CULVERT
N1,748,link,link,23.696638600000004,90.53480520000001,126.0,,
N1,749,link,link,23.6974163,90.5337774,414.0,,
N1,750,link,link,23.6998608,90.53072159999999,348.0,,
N1,751,link,link,23.7015278,90.5281938,112.0,,
N1,752,link,link,23.702527800000002,90.5273882,740.0,,
N1,753,bridge,bridge,23.7050598925675,90.5232141463513,397.0,C,KANCHPUR PC GIRDER BRIDGE
N1,754,link,link,23.706083300000003,90.5215271,260.0,,
N1,755,link,link,23.705027800000003,90.5193327,74.0,,
N1,756,link,link,23.704583300000003,90.5188327,417.9999999999991,,
N1,757,link,link,23.7021111,90.5157778,11.00000000000091,,
N1,758,link,link,23.7020556,90.51572220000001,819.0,,
N1,759,link,link,23.6979163,90.50927779999999,181.0,,
N1,760,link,link,23.697333,90.50775,1000.0,,
N1,761,link,link,23.6959163,90.49819409999999,1000.0,,
N1,762,link,link,23.6947497,90.48849969999999,825.0,,
N1,763,bridge,bridge,23.6946638363636,90.4877749181818,6.6,A,.
N1,764,link,link,23.6938052,90.48052709999999,175.0,,
N1,765,link,link,23.693610800000002,90.4787771,1000.0,,
N1,766,link,link,23.693832999999998,90.4691382,870.0,,
N1,767,link,link,23.697360800000002,90.4616667,130.0,,
N1,768,link,link,23.697888600000002,90.4605833,1000.0,,
N1,769,bridge,bridge,23.69873866,90.4588610799999,11.3,A,.
N1,770,link,link,23.702138899999998,90.4519722,177.9999999999999,,
N1,771,link,link,23.702777800000003,90.45047220000001,8.000000000000114,,
N1,772,link,link,23.7029167,90.4504167,814.0,,
N1,773,sink,sink,23.7060278,90.443333,0.0,,
